year,district,neighborhood,type_of_propulsion,number
2017,Horta-Guinardó,el Baix Guinardó,Others,67.0
2017,Horta-Guinardó,el Baix Guinardó,Unknown,68.0
2017,Horta-Guinardó,el Carmel,Diesel,5383.0
2017,Horta-Guinardó,el Carmel,Electric,2.0
2017,Horta-Guinardó,el Carmel,Gasoline,9480.0
2017,Horta-Guinardó,el Carmel,Others,64.0
2017,Horta-Guinardó,el Carmel,Unknown,79.0
2017,Horta-Guinardó,el Guinardó,Diesel,6250.0
2017,Horta-Guinardó,el Guinardó,Electric,15.0
2017,Horta-Guinardó,el Guinardó,Gasoline,11185.0
2017,Horta-Guinardó,el Guinardó,Others,89.0
2017,Horta-Guinardó,el Guinardó,Unknown,84.0
2017,Horta-Guinardó,la Clota,Diesel,156.0
2017,Horta-Guinardó,la Clota,Electric,1.0
2017,Horta-Guinardó,la Clota,Gasoline,180.0
2017,Horta-Guinardó,la Clota,Others,1.0
2017,Horta-Guinardó,la Clota,Unknown,3.0
2017,Horta-Guinardó,la Font d'en Fargues,Diesel,1980.0
2017,Horta-Guinardó,la Font d'en Fargues,Electric,4.0
2017,Horta-Guinardó,la Font d'en Fargues,Gasoline,4074.0
2017,Horta-Guinardó,la Font d'en Fargues,Others,38.0
2017,Horta-Guinardó,la Font d'en Fargues,Unknown,22.0
2017,Horta-Guinardó,la Teixonera,Diesel,2062.0
2017,Horta-Guinardó,la Teixonera,Electric,5.0
2017,Horta-Guinardó,la Teixonera,Gasoline,3697.0
2017,Horta-Guinardó,la Teixonera,Others,26.0
2017,Horta-Guinardó,la Teixonera,Unknown,25.0
2017,Horta-Guinardó,la Vall d'Hebron,Diesel,1189.0
2017,Horta-Guinardó,la Vall d'Hebron,Electric,1.0
2017,Horta-Guinardó,la Vall d'Hebron,Gasoline,1698.0
2017,Horta-Guinardó,la Vall d'Hebron,Others,14.0
2017,Horta-Guinardó,la Vall d'Hebron,Unknown,21.0
2017,Les Corts,Pedralbes,Diesel,2675.0
2017,Les Corts,Pedralbes,Electric,55.0
2017,Les Corts,Pedralbes,Gasoline,5961.0
2017,Les Corts,Pedralbes,Others,42.0
2017,Les Corts,Pedralbes,Unknown,64.0
2017,Les Corts,la Maternitat i Sant Ramon,Diesel,4799.0
2017,Les Corts,la Maternitat i Sant Ramon,Electric,24.0
2017,Les Corts,la Maternitat i Sant Ramon,Gasoline,8931.0
2017,Les Corts,la Maternitat i Sant Ramon,Others,65.0
2017,Les Corts,la Maternitat i Sant Ramon,Unknown,98.0
2017,Les Corts,les Corts,Diesel,9477.0
2017,Les Corts,les Corts,Electric,241.0
2017,Les Corts,les Corts,Gasoline,18435.0
2017,Les Corts,les Corts,Others,125.0
2017,Les Corts,les Corts,Unknown,154.0
2017,Nou Barris,Can Peguera,Diesel,363.0
2017,Nou Barris,Can Peguera,Electric,0.0
2017,Nou Barris,Can Peguera,Gasoline,602.0
2017,Nou Barris,Can Peguera,Others,6.0
2017,Nou Barris,Can Peguera,Unknown,4.0
2017,Nou Barris,Canyelles,Diesel,1753.0
2017,Nou Barris,Canyelles,Electric,0.0
2017,Nou Barris,Canyelles,Gasoline,2016.0
2017,Nou Barris,Canyelles,Others,29.0
2017,Nou Barris,Canyelles,Unknown,15.0
2017,Nou Barris,Ciutat Meridiana,Diesel,1818.0
2017,Nou Barris,Ciutat Meridiana,Electric,0.0
2017,Nou Barris,Ciutat Meridiana,Gasoline,1878.0
2017,Nou Barris,Ciutat Meridiana,Others,26.0
2017,Nou Barris,Ciutat Meridiana,Unknown,29.0
2017,Nou Barris,Porta,Diesel,3966.0
2017,Nou Barris,Porta,Electric,1.0
2017,Nou Barris,Porta,Gasoline,5880.0
2017,Nou Barris,Porta,Others,53.0
2017,Nou Barris,Porta,Unknown,60.0
2017,Nou Barris,Torre Baró,Diesel,621.0
2017,Nou Barris,Torre Baró,Electric,4.0
2017,Nou Barris,Torre Baró,Gasoline,720.0
2017,Nou Barris,Torre Baró,Others,11.0
2017,Nou Barris,Torre Baró,Unknown,15.0
2017,Nou Barris,Vallbona,Diesel,310.0
2017,Nou Barris,Vallbona,Electric,2.0
2017,Nou Barris,Vallbona,Gasoline,362.0
2017,Nou Barris,Vallbona,Others,10.0
2017,Nou Barris,Vallbona,Unknown,12.0
2017,Nou Barris,Verdun,Diesel,2079.0
2017,Nou Barris,Verdun,Electric,1.0
2017,Nou Barris,Verdun,Gasoline,2704.0
2017,Nou Barris,Verdun,Others,34.0
2017,Nou Barris,Verdun,Unknown,22.0
2017,Nou Barris,Vilapicina i la Torre Llobeta,Diesel,4426.0
2017,Nou Barris,Vilapicina i la Torre Llobeta,Electric,7.0
2017,Nou Barris,Vilapicina i la Torre Llobeta,Gasoline,6817.0
2017,Nou Barris,Vilapicina i la Torre Llobeta,Others,67.0
2017,Nou Barris,Vilapicina i la Torre Llobeta,Unknown,78.0
2017,Nou Barris,el Turó de la Peira,Diesel,2001.0
2017,Nou Barris,el Turó de la Peira,Electric,1.0
2017,Nou Barris,el Turó de la Peira,Gasoline,3250.0
2017,Nou Barris,el Turó de la Peira,Others,19.0
2017,Nou Barris,el Turó de la Peira,Unknown,34.0
2017,Nou Barris,la Guineueta,Diesel,2803.0
2017,Nou Barris,la Guineueta,Electric,1.0
2017,Nou Barris,la Guineueta,Gasoline,3951.0
2017,Nou Barris,la Guineueta,Others,37.0
2017,Nou Barris,la Guineueta,Unknown,45.0
2017,Nou Barris,la Prosperitat,Diesel,4806.0
2017,Nou Barris,la Prosperitat,Electric,9.0
2017,Nou Barris,la Prosperitat,Gasoline,6466.0
2017,Nou Barris,la Prosperitat,Others,76.0
2017,Nou Barris,la Prosperitat,Unknown,86.0
2017,Nou Barris,la Trinitat Nova,Diesel,1173.0
2017,Nou Barris,la Trinitat Nova,Electric,0.0
2017,Nou Barris,la Trinitat Nova,Gasoline,1533.0
2017,Nou Barris,la Trinitat Nova,Others,10.0
2017,Nou Barris,la Trinitat Nova,Unknown,21.0
2017,Nou Barris,les Roquetes,Diesel,3001.0
2017,Nou Barris,les Roquetes,Electric,5.0
2017,Nou Barris,les Roquetes,Gasoline,3633.0
2017,Nou Barris,les Roquetes,Others,55.0
2017,Nou Barris,les Roquetes,Unknown,54.0
2017,Sant Andreu,Baró de Viver,Diesel,474.0
2017,Sant Andreu,Baró de Viver,Electric,0.0
2017,Sant Andreu,Baró de Viver,Gasoline,528.0
2017,Sant Andreu,Baró de Viver,Others,5.0
2017,Sant Andreu,Baró de Viver,Unknown,5.0
2017,Sant Andreu,Navas,Diesel,3729.0
2017,Sant Andreu,Navas,Electric,5.0
2017,Sant Andreu,Navas,Gasoline,6328.0
2017,Sant Andreu,Navas,Others,58.0
2017,Sant Andreu,Navas,Unknown,57.0
2017,Sant Andreu,Sant Andreu,Diesel,10699.0
2017,Sant Andreu,Sant Andreu,Electric,35.0
2017,Sant Andreu,Sant Andreu,Gasoline,15986.0
2017,Sant Andreu,Sant Andreu,Others,151.0
2017,Sant Andreu,Sant Andreu,Unknown,132.0
2017,Sant Andreu,el Bon Pastor,Diesel,3682.0
2017,Sant Andreu,el Bon Pastor,Electric,98.0
2017,Sant Andreu,el Bon Pastor,Gasoline,3046.0
2017,Sant Andreu,el Bon Pastor,Others,168.0
2017,Sant Andreu,el Bon Pastor,Unknown,64.0
2017,Sant Andreu,el Congrés i els Indians,Diesel,2041.0
2017,Sant Andreu,el Congrés i els Indians,Electric,7.0
2017,Sant Andreu,el Congrés i els Indians,Gasoline,3585.0
2017,Sant Andreu,el Congrés i els Indians,Others,39.0
2017,Sant Andreu,el Congrés i els Indians,Unknown,21.0
2017,Sant Andreu,la Sagrera,Diesel,5016.0
2017,Sant Andreu,la Sagrera,Electric,12.0
2017,Sant Andreu,la Sagrera,Gasoline,7801.0
2017,Sant Andreu,la Sagrera,Others,81.0
2017,Sant Andreu,la Sagrera,Unknown,81.0
2017,Sant Andreu,la Trinitat Vella,Diesel,1896.0
2017,Sant Andreu,la Trinitat Vella,Electric,1.0
2017,Sant Andreu,la Trinitat Vella,Gasoline,2070.0
2017,Sant Andreu,la Trinitat Vella,Others,16.0
2017,Sant Andreu,la Trinitat Vella,Unknown,23.0
2017,Sant Martí,Camp de l'Arpa del Clot,Diesel,6112.0
2017,Sant Martí,Camp de l'Arpa del Clot,Electric,11.0
2017,Sant Martí,Camp de l'Arpa del Clot,Gasoline,10908.0
2017,Sant Martí,Camp de l'Arpa del Clot,Others,95.0
2017,Sant Martí,Camp de l'Arpa del Clot,Unknown,112.0
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diesel,2481.0
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Electric,11.0
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Gasoline,3499.0
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Others,43.0
2017,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Unknown,40.0
2017,Sant Martí,Provençals del Poblenou,Diesel,4631.0
2017,Sant Martí,Provençals del Poblenou,Electric,14.0
2017,Sant Martí,Provençals del Poblenou,Gasoline,5844.0
2017,Sant Martí,Provençals del Poblenou,Others,97.0
2017,Sant Martí,Provençals del Poblenou,Unknown,76.0
2017,Sant Martí,Sant Martí de Provençals,Diesel,4501.0
2017,Sant Martí,Sant Martí de Provençals,Electric,2.0
2017,Sant Martí,Sant Martí de Provençals,Gasoline,7001.0
2017,Sant Martí,Sant Martí de Provençals,Others,102.0
2017,Sant Martí,Sant Martí de Provençals,Unknown,58.0
2017,Sant Martí,el Besòs i el Maresme,Diesel,3948.0
2017,Sant Martí,el Besòs i el Maresme,Electric,10.0
2017,Sant Martí,el Besòs i el Maresme,Gasoline,4544.0
2017,Sant Martí,el Besòs i el Maresme,Others,46.0
2017,Sant Martí,el Besòs i el Maresme,Unknown,65.0
2017,Sant Martí,el Clot,Diesel,4669.0
2017,Sant Martí,el Clot,Electric,5.0
2017,Sant Martí,el Clot,Gasoline,7580.0
2017,Sant Martí,el Clot,Others,75.0
2017,Sant Martí,el Clot,Unknown,64.0
2017,Sant Martí,el Parc i la Llacuna del Poblenou,Diesel,3650.0
2017,Sant Martí,el Parc i la Llacuna del Poblenou,Electric,41.0
2017,Sant Martí,el Parc i la Llacuna del Poblenou,Gasoline,4645.0
2017,Sant Martí,el Parc i la Llacuna del Poblenou,Others,63.0
2017,Sant Martí,el Parc i la Llacuna del Poblenou,Unknown,105.0
2017,Sant Martí,el Poblenou,Diesel,6034.0
2017,Sant Martí,el Poblenou,Electric,46.0
2017,Sant Martí,el Poblenou,Gasoline,9305.0
2017,Sant Martí,el Poblenou,Others,115.0
2017,Sant Martí,el Poblenou,Unknown,94.0
2017,Sant Martí,la Verneda i la Pau,Diesel,5631.0
2017,Sant Martí,la Verneda i la Pau,Electric,16.0
2017,Sant Martí,la Verneda i la Pau,Gasoline,7440.0
2017,Sant Martí,la Verneda i la Pau,Others,66.0
2017,Sant Martí,la Verneda i la Pau,Unknown,81.0
2017,Sant Martí,la Vila Olímpica del Poblenou,Diesel,2289.0
2017,Sant Martí,la Vila Olímpica del Poblenou,Electric,23.0
2017,Sant Martí,la Vila Olímpica del Poblenou,Gasoline,3454.0
2017,Sant Martí,la Vila Olímpica del Poblenou,Others,13.0
2017,Sant Martí,la Vila Olímpica del Poblenou,Unknown,38.0
2017,Sants-Montjuïc,Hostafrancs,Diesel,2600.0
2017,Sants-Montjuïc,Hostafrancs,Electric,6.0
2017,Sants-Montjuïc,Hostafrancs,Gasoline,4241.0
2017,Sants-Montjuïc,Hostafrancs,Others,40.0
2017,Sants-Montjuïc,Hostafrancs,Unknown,48.0
2017,Sants-Montjuïc,Sants,Diesel,6084.0
2017,Sants-Montjuïc,Sants,Electric,12.0
2017,Sants-Montjuïc,Sants,Gasoline,11736.0
2017,Sants-Montjuïc,Sants,Others,63.0
2017,Sants-Montjuïc,Sants,Unknown,117.0
2017,Sants-Montjuïc,Sants - Badal,Diesel,3848.0
2017,Sants-Montjuïc,Sants - Badal,Electric,12.0
2017,Sants-Montjuïc,Sants - Badal,Gasoline,6724.0
2017,Sants-Montjuïc,Sants - Badal,Others,48.0
2017,Sants-Montjuïc,Sants - Badal,Unknown,53.0
2017,Sants-Montjuïc,el Poble Sec,Diesel,5275.0
2017,Sants-Montjuïc,el Poble Sec,Electric,26.0
2017,Sants-Montjuïc,el Poble Sec,Gasoline,9392.0
2017,Sants-Montjuïc,el Poble Sec,Others,93.0
2017,Sants-Montjuïc,el Poble Sec,Unknown,87.0
2017,Sants-Montjuïc,la Bordeta,Diesel,3174.0
2017,Sants-Montjuïc,la Bordeta,Electric,13.0
2017,Sants-Montjuïc,la Bordeta,Gasoline,5278.0
2017,Sants-Montjuïc,la Bordeta,Others,50.0
2017,Sants-Montjuïc,la Bordeta,Unknown,40.0
2017,Sants-Montjuïc,la Font de la Guatlla,Diesel,1742.0
2017,Sants-Montjuïc,la Font de la Guatlla,Electric,3.0
2017,Sants-Montjuïc,la Font de la Guatlla,Gasoline,3122.0
2017,Sants-Montjuïc,la Font de la Guatlla,Others,28.0
2017,Sants-Montjuïc,la Font de la Guatlla,Unknown,53.0
2017,Sants-Montjuïc,la Marina de Port,Diesel,6187.0
2017,Sants-Montjuïc,la Marina de Port,Electric,7.0
2017,Sants-Montjuïc,la Marina de Port,Gasoline,8294.0
2017,Sants-Montjuïc,la Marina de Port,Others,127.0
2017,Sants-Montjuïc,la Marina de Port,Unknown,97.0
2017,Sants-Montjuïc,la Marina del Prat Vermell,Diesel,5744.0
2017,Sants-Montjuïc,la Marina del Prat Vermell,Electric,561.0
2017,Sants-Montjuïc,la Marina del Prat Vermell,Gasoline,1163.0
2017,Sants-Montjuïc,la Marina del Prat Vermell,Others,1112.0
2017,Sants-Montjuïc,la Marina del Prat Vermell,Unknown,531.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Diesel,10368.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Electric,124.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Gasoline,27237.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Others,160.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Unknown,252.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Diesel,4801.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Electric,55.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Gasoline,13490.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Others,50.0
2017,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Unknown,90.0
2017,Sarrià-Sant Gervasi,Sarrià,Diesel,4741.0
2017,Sarrià-Sant Gervasi,Sarrià,Electric,49.0
2017,Sarrià-Sant Gervasi,Sarrià,Gasoline,12058.0
2017,Sarrià-Sant Gervasi,Sarrià,Others,61.0
2017,Sarrià-Sant Gervasi,Sarrià,Unknown,83.0
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Diesel,1024.0
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Electric,8.0
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Gasoline,2086.0
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Others,9.0
2017,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",Unknown,23.0
2017,Sarrià-Sant Gervasi,el Putget i Farró,Diesel,4629.0
2017,Sarrià-Sant Gervasi,el Putget i Farró,Electric,34.0
2017,Sarrià-Sant Gervasi,el Putget i Farró,Gasoline,13189.0
2017,Sarrià-Sant Gervasi,el Putget i Farró,Others,40.0
2017,Sarrià-Sant Gervasi,el Putget i Farró,Unknown,81.0
2017,Sarrià-Sant Gervasi,les Tres Torres,Diesel,3339.0
2017,Sarrià-Sant Gervasi,les Tres Torres,Electric,49.0
2017,Sarrià-Sant Gervasi,les Tres Torres,Gasoline,9588.0
2017,Sarrià-Sant Gervasi,les Tres Torres,Others,36.0
2017,Sarrià-Sant Gervasi,les Tres Torres,Unknown,61.0
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Diesel,2399.0
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Electric,2484.0
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Gasoline,5303.0
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Others,36.0
2018,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Unknown,93.0
2018,Ciutat Vella,el Gòtic,Diesel,4994.0
2018,Ciutat Vella,el Gòtic,Electric,210.0
2018,Ciutat Vella,el Gòtic,Gasoline,6900.0
2018,Ciutat Vella,el Gòtic,Others,131.0
2018,Ciutat Vella,el Gòtic,Unknown,175.0
2018,Ciutat Vella,el Raval,Diesel,3843.0
2018,Ciutat Vella,el Raval,Electric,39.0
2018,Ciutat Vella,el Raval,Gasoline,7309.0
2018,Ciutat Vella,el Raval,Others,77.0
2018,Ciutat Vella,el Raval,Unknown,159.0
2018,Ciutat Vella,la Barceloneta,Diesel,2087.0
2018,Ciutat Vella,la Barceloneta,Electric,21.0
2018,Ciutat Vella,la Barceloneta,Gasoline,3940.0
2018,Ciutat Vella,la Barceloneta,Others,29.0
2018,Ciutat Vella,la Barceloneta,Unknown,266.0
2018,Eixample,Sant Antoni,Diesel,5314.0
2018,Eixample,Sant Antoni,Electric,66.0
2018,Eixample,Sant Antoni,Gasoline,10987.0
2018,Eixample,Sant Antoni,Others,152.0
2018,Eixample,Sant Antoni,Unknown,137.0
2018,Eixample,el Fort Pienc,Diesel,5314.0
2018,Eixample,el Fort Pienc,Electric,29.0
2018,Eixample,el Fort Pienc,Gasoline,9766.0
2018,Eixample,el Fort Pienc,Others,87.0
2018,Eixample,el Fort Pienc,Unknown,169.0
2018,Eixample,l'Antiga Esquerra de l'Eixample,Diesel,6867.0
2018,Eixample,l'Antiga Esquerra de l'Eixample,Electric,85.0
2018,Eixample,l'Antiga Esquerra de l'Eixample,Gasoline,15653.0
2018,Eixample,l'Antiga Esquerra de l'Eixample,Others,78.0
2018,Eixample,l'Antiga Esquerra de l'Eixample,Unknown,242.0
2018,Eixample,la Dreta de l'Eixample,Diesel,11244.0
2018,Eixample,la Dreta de l'Eixample,Electric,187.0
2018,Eixample,la Dreta de l'Eixample,Gasoline,18847.0
2018,Eixample,la Dreta de l'Eixample,Others,365.0
2018,Eixample,la Dreta de l'Eixample,Unknown,426.0
2018,Eixample,la Nova Esquerra de l'Eixample,Diesel,9848.0
2018,Eixample,la Nova Esquerra de l'Eixample,Electric,50.0
2018,Eixample,la Nova Esquerra de l'Eixample,Gasoline,20063.0
2018,Eixample,la Nova Esquerra de l'Eixample,Others,147.0
2018,Eixample,la Nova Esquerra de l'Eixample,Unknown,469.0
2018,Eixample,la Sagrada Família,Diesel,7542.0
2018,Eixample,la Sagrada Família,Electric,111.0
2018,Eixample,la Sagrada Família,Gasoline,15442.0
2018,Eixample,la Sagrada Família,Others,196.0
2018,Eixample,la Sagrada Família,Unknown,197.0
2018,Gràcia,Vallcarca i els Penitents,Diesel,2650.0
2018,Gràcia,Vallcarca i els Penitents,Electric,24.0
2018,Gràcia,Vallcarca i els Penitents,Gasoline,6455.0
2018,Gràcia,Vallcarca i els Penitents,Others,35.0
2018,Gràcia,Vallcarca i els Penitents,Unknown,66.0
2018,Gràcia,Vila de Gràcia,Diesel,6655.0
2018,Gràcia,Vila de Gràcia,Electric,75.0
2018,Gràcia,Vila de Gràcia,Gasoline,15806.0
2018,Gràcia,Vila de Gràcia,Others,118.0
2018,Gràcia,Vila de Gràcia,Unknown,158.0
2018,Gràcia,el Camp d'en Grassot i Gràcia Nova,Diesel,5101.0
2018,Gràcia,el Camp d'en Grassot i Gràcia Nova,Electric,16.0
2018,Gràcia,el Camp d'en Grassot i Gràcia Nova,Gasoline,12032.0
2018,Gràcia,el Camp d'en Grassot i Gràcia Nova,Others,72.0
2018,Gràcia,el Camp d'en Grassot i Gràcia Nova,Unknown,107.0
2018,Gràcia,el Coll,Diesel,1175.0
2018,Gràcia,el Coll,Electric,5.0
2018,Gràcia,el Coll,Gasoline,2614.0
2018,Gràcia,el Coll,Others,13.0
2018,Gràcia,el Coll,Unknown,23.0
2018,Gràcia,la Salut,Diesel,2137.0
2018,Gràcia,la Salut,Electric,7.0
2018,Gràcia,la Salut,Gasoline,5160.0
2018,Gràcia,la Salut,Others,29.0
2018,Gràcia,la Salut,Unknown,49.0
2018,Horta-Guinardó,Can Baró,Diesel,1612.0
2018,Horta-Guinardó,Can Baró,Electric,8.0
2018,Horta-Guinardó,Can Baró,Gasoline,3403.0
2018,Horta-Guinardó,Can Baró,Others,26.0
2018,Horta-Guinardó,Can Baró,Unknown,42.0
2018,Horta-Guinardó,Horta,Diesel,4555.0
2018,Horta-Guinardó,Horta,Electric,6.0
2018,Horta-Guinardó,Horta,Gasoline,8504.0
2018,Horta-Guinardó,Horta,Others,83.0
2018,Horta-Guinardó,Horta,Unknown,79.0
2018,Horta-Guinardó,Montbau,Diesel,829.0
2018,Horta-Guinardó,Montbau,Electric,1.0
2018,Horta-Guinardó,Montbau,Gasoline,1492.0
2018,Horta-Guinardó,Montbau,Others,12.0
2018,Horta-Guinardó,Montbau,Unknown,14.0
2018,Horta-Guinardó,Sant Genís dels Agudells,Diesel,1279.0
2018,Horta-Guinardó,Sant Genís dels Agudells,Electric,6.0
2018,Horta-Guinardó,Sant Genís dels Agudells,Gasoline,2295.0
2018,Horta-Guinardó,Sant Genís dels Agudells,Others,24.0
2018,Horta-Guinardó,Sant Genís dels Agudells,Unknown,24.0
2018,Horta-Guinardó,el Baix Guinardó,Diesel,3946.0
2018,Horta-Guinardó,el Baix Guinardó,Electric,17.0
2018,Horta-Guinardó,el Baix Guinardó,Gasoline,8130.0
2018,Horta-Guinardó,el Baix Guinardó,Others,71.0
2018,Horta-Guinardó,el Baix Guinardó,Unknown,87.0
2018,Horta-Guinardó,el Carmel,Diesel,5238.0
2018,Horta-Guinardó,el Carmel,Electric,5.0
2018,Horta-Guinardó,el Carmel,Gasoline,9828.0
2018,Horta-Guinardó,el Carmel,Others,83.0
2018,Horta-Guinardó,el Carmel,Unknown,107.0
2018,Horta-Guinardó,el Guinardó,Diesel,6116.0
2018,Horta-Guinardó,el Guinardó,Electric,28.0
2018,Horta-Guinardó,el Guinardó,Gasoline,11529.0
2018,Horta-Guinardó,el Guinardó,Others,117.0
2018,Horta-Guinardó,el Guinardó,Unknown,122.0
2018,Horta-Guinardó,la Clota,Diesel,157.0
2018,Horta-Guinardó,la Clota,Electric,1.0
2018,Horta-Guinardó,la Clota,Gasoline,194.0
2018,Horta-Guinardó,la Clota,Others,1.0
2018,Horta-Guinardó,la Clota,Unknown,3.0
2018,Horta-Guinardó,la Font d'en Fargues,Diesel,1896.0
2018,Horta-Guinardó,la Font d'en Fargues,Electric,8.0
2018,Horta-Guinardó,la Font d'en Fargues,Gasoline,4151.0
2018,Horta-Guinardó,la Font d'en Fargues,Others,44.0
2018,Horta-Guinardó,la Font d'en Fargues,Unknown,27.0
2018,Horta-Guinardó,la Teixonera,Diesel,1997.0
2018,Horta-Guinardó,la Teixonera,Electric,9.0
2018,Horta-Guinardó,la Teixonera,Gasoline,3851.0
2018,Horta-Guinardó,la Teixonera,Others,36.0
2018,Horta-Guinardó,la Teixonera,Unknown,32.0
2018,Horta-Guinardó,la Vall d'Hebron,Diesel,1174.0
2018,Horta-Guinardó,la Vall d'Hebron,Electric,2.0
2018,Horta-Guinardó,la Vall d'Hebron,Gasoline,1756.0
2018,Horta-Guinardó,la Vall d'Hebron,Others,17.0
2018,Horta-Guinardó,la Vall d'Hebron,Unknown,23.0
2018,Les Corts,Pedralbes,Diesel,2568.0
2018,Les Corts,Pedralbes,Electric,82.0
2018,Les Corts,Pedralbes,Gasoline,7229.0
2018,Les Corts,Pedralbes,Others,43.0
2018,Les Corts,Pedralbes,Unknown,68.0
2018,Les Corts,la Maternitat i Sant Ramon,Diesel,4583.0
2018,Les Corts,la Maternitat i Sant Ramon,Electric,28.0
2018,Les Corts,la Maternitat i Sant Ramon,Gasoline,9138.0
2018,Les Corts,la Maternitat i Sant Ramon,Others,81.0
2018,Les Corts,la Maternitat i Sant Ramon,Unknown,133.0
2018,Les Corts,les Corts,Diesel,9140.0
2018,Les Corts,les Corts,Electric,562.0
2018,Les Corts,les Corts,Gasoline,18671.0
2018,Les Corts,les Corts,Others,138.0
2018,Les Corts,les Corts,Unknown,194.0
2018,Nou Barris,Can Peguera,Diesel,361.0
2018,Nou Barris,Can Peguera,Electric,0.0
2018,Nou Barris,Can Peguera,Gasoline,631.0
2018,Nou Barris,Can Peguera,Others,6.0
2018,Nou Barris,Can Peguera,Unknown,5.0
2018,Nou Barris,Canyelles,Diesel,1666.0
2018,Nou Barris,Canyelles,Electric,0.0
2018,Nou Barris,Canyelles,Gasoline,2086.0
2018,Nou Barris,Canyelles,Others,33.0
2018,Nou Barris,Canyelles,Unknown,17.0
2018,Nou Barris,Ciutat Meridiana,Diesel,1797.0
2018,Nou Barris,Ciutat Meridiana,Electric,0.0
2018,Nou Barris,Ciutat Meridiana,Gasoline,1935.0
2018,Nou Barris,Ciutat Meridiana,Others,35.0
2018,Nou Barris,Ciutat Meridiana,Unknown,50.0
2018,Nou Barris,Porta,Diesel,3889.0
2018,Nou Barris,Porta,Electric,3.0
2018,Nou Barris,Porta,Gasoline,6042.0
2018,Nou Barris,Porta,Others,70.0
2018,Nou Barris,Porta,Unknown,78.0
2018,Nou Barris,Torre Baró,Diesel,640.0
2018,Nou Barris,Torre Baró,Electric,4.0
2018,Nou Barris,Torre Baró,Gasoline,762.0
2018,Nou Barris,Torre Baró,Others,11.0
2018,Nou Barris,Torre Baró,Unknown,21.0
2018,Nou Barris,Vallbona,Diesel,315.0
2018,Nou Barris,Vallbona,Electric,4.0
2018,Nou Barris,Vallbona,Gasoline,371.0
2018,Nou Barris,Vallbona,Others,13.0
2018,Nou Barris,Vallbona,Unknown,21.0
2018,Nou Barris,Verdun,Diesel,2038.0
2018,Nou Barris,Verdun,Electric,2.0
2018,Nou Barris,Verdun,Gasoline,2779.0
2018,Nou Barris,Verdun,Others,42.0
2018,Nou Barris,Verdun,Unknown,30.0
2018,Nou Barris,Vilapicina i la Torre Llobeta,Diesel,4226.0
2018,Nou Barris,Vilapicina i la Torre Llobeta,Electric,8.0
2018,Nou Barris,Vilapicina i la Torre Llobeta,Gasoline,6923.0
2018,Nou Barris,Vilapicina i la Torre Llobeta,Others,82.0
2018,Nou Barris,Vilapicina i la Torre Llobeta,Unknown,96.0
2018,Nou Barris,el Turó de la Peira,Diesel,2010.0
2018,Nou Barris,el Turó de la Peira,Electric,2.0
2018,Nou Barris,el Turó de la Peira,Gasoline,3356.0
2018,Nou Barris,el Turó de la Peira,Others,23.0
2018,Nou Barris,el Turó de la Peira,Unknown,50.0
2018,Nou Barris,la Guineueta,Diesel,2768.0
2018,Nou Barris,la Guineueta,Electric,3.0
2018,Nou Barris,la Guineueta,Gasoline,4114.0
2018,Nou Barris,la Guineueta,Others,45.0
2018,Nou Barris,la Guineueta,Unknown,57.0
2018,Nou Barris,la Prosperitat,Diesel,4704.0
2018,Nou Barris,la Prosperitat,Electric,10.0
2018,Nou Barris,la Prosperitat,Gasoline,6595.0
2018,Nou Barris,la Prosperitat,Others,88.0
2018,Nou Barris,la Prosperitat,Unknown,111.0
2018,Nou Barris,la Trinitat Nova,Diesel,1185.0
2018,Nou Barris,la Trinitat Nova,Electric,0.0
2018,Nou Barris,la Trinitat Nova,Gasoline,1585.0
