year,district,neighborhood,type_of_propulsion,number
2023,Sants-Montjuïc,Sants,Diesel,4614.0
2023,Sants-Montjuïc,Sants,Electric,104.0
2023,Sants-Montjuïc,Sants,Gasoline,11481.0
2023,Sants-Montjuïc,Sants,Hybrid,831.0
2023,Sants-Montjuïc,Sants,Others,211.0
2023,Sants-Montjuïc,Sants,Unknown,58.0
2023,Sants-Montjuïc,Sants - Badal,Diesel,2907.0
2023,Sants-Montjuïc,Sants - Badal,Electric,46.0
2023,Sants-Montjuïc,Sants - Badal,Gasoline,6526.0
2023,Sants-Montjuïc,Sants - Badal,Hybrid,458.0
2023,Sants-Montjuïc,Sants - Badal,Others,119.0
2023,Sants-Montjuïc,Sants - Badal,Unknown,24.0
2023,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,Diesel,4214.0
2023,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,Electric,92.0
2023,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,Gasoline,9227.0
2023,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,Hybrid,581.0
2023,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,Others,189.0
2023,Sants-Montjuïc,el Poble Sec - AEI Parc Montjuïc,Unknown,39.0
2023,Sants-Montjuïc,la Bordeta,Diesel,2420.0
2023,Sants-Montjuïc,la Bordeta,Electric,48.0
2023,Sants-Montjuïc,la Bordeta,Gasoline,5409.0
2023,Sants-Montjuïc,la Bordeta,Hybrid,431.0
2023,Sants-Montjuïc,la Bordeta,Others,137.0
2023,Sants-Montjuïc,la Bordeta,Unknown,19.0
2023,Sants-Montjuïc,la Font de la Guatlla,Diesel,1412.0
2023,Sants-Montjuïc,la Font de la Guatlla,Electric,31.0
2023,Sants-Montjuïc,la Font de la Guatlla,Gasoline,3170.0
2023,Sants-Montjuïc,la Font de la Guatlla,Hybrid,244.0
2023,Sants-Montjuïc,la Font de la Guatlla,Others,68.0
2023,Sants-Montjuïc,la Font de la Guatlla,Unknown,11.0
2023,Sants-Montjuïc,la Marina de Port,Diesel,4306.0
2023,Sants-Montjuïc,la Marina de Port,Electric,69.0
2023,Sants-Montjuïc,la Marina de Port,Gasoline,8862.0
2023,Sants-Montjuïc,la Marina de Port,Hybrid,561.0
2023,Sants-Montjuïc,la Marina de Port,Others,272.0
2023,Sants-Montjuïc,la Marina de Port,Unknown,26.0
2023,Sants-Montjuïc,la Marina del Prat Vermell - AEI Zona Franca,Diesel,4677.0
2023,Sants-Montjuïc,la Marina del Prat Vermell - AEI Zona Franca,Electric,2216.0
2023,Sants-Montjuïc,la Marina del Prat Vermell - AEI Zona Franca,Gasoline,4364.0
2023,Sants-Montjuïc,la Marina del Prat Vermell - AEI Zona Franca,Hybrid,1710.0
2023,Sants-Montjuïc,la Marina del Prat Vermell - AEI Zona Franca,Others,1914.0
2023,Sants-Montjuïc,la Marina del Prat Vermell - AEI Zona Franca,Unknown,39.0
2023,Sarrià-St. Gervasi,Sant Gervasi - Galvany,Diesel,7789.0
2023,Sarrià-St. Gervasi,Sant Gervasi - Galvany,Electric,884.0
2023,Sarrià-St. Gervasi,Sant Gervasi - Galvany,Gasoline,25191.0
2023,Sarrià-St. Gervasi,Sant Gervasi - Galvany,Hybrid,2042.0
2023,Sarrià-St. Gervasi,Sant Gervasi - Galvany,Others,292.0
2023,Sarrià-St. Gervasi,Sant Gervasi - Galvany,Unknown,103.0
2023,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,Diesel,3600.0
2023,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,Electric,646.0
2023,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,Gasoline,12906.0
2023,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,Hybrid,944.0
2023,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,Others,101.0
2023,Sarrià-St. Gervasi,Sant Gervasi - la Bonanova,Unknown,53.0
2023,Sarrià-St. Gervasi,Sarrià,Diesel,3742.0
2023,Sarrià-St. Gervasi,Sarrià,Electric,345.0
2023,Sarrià-St. Gervasi,Sarrià,Gasoline,11619.0
2023,Sarrià-St. Gervasi,Sarrià,Hybrid,848.0
2023,Sarrià-St. Gervasi,Sarrià,Others,129.0
2023,Sarrià-St. Gervasi,Sarrià,Unknown,39.0
2023,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",Diesel,882.0
2023,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",Electric,74.0
2023,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",Gasoline,2187.0
2023,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",Hybrid,168.0
2023,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",Others,50.0
2023,Sarrià-St. Gervasi,"Vallvidrera, el Tibidabo i les Planes",Unknown,11.0
2023,Sarrià-St. Gervasi,el Putxet i el Farró,Diesel,3481.0
2023,Sarrià-St. Gervasi,el Putxet i el Farró,Electric,188.0
2023,Sarrià-St. Gervasi,el Putxet i el Farró,Gasoline,12694.0
2023,Sarrià-St. Gervasi,el Putxet i el Farró,Hybrid,900.0
2023,Sarrià-St. Gervasi,el Putxet i el Farró,Others,117.0
2023,Sarrià-St. Gervasi,el Putxet i el Farró,Unknown,34.0
2023,Sarrià-St. Gervasi,les Tres Torres,Diesel,2557.0
2023,Sarrià-St. Gervasi,les Tres Torres,Electric,228.0
2023,Sarrià-St. Gervasi,les Tres Torres,Gasoline,9123.0
2023,Sarrià-St. Gervasi,les Tres Torres,Hybrid,696.0
2023,Sarrià-St. Gervasi,les Tres Torres,Others,73.0
2023,Sarrià-St. Gervasi,les Tres Torres,Unknown,30.0
